"PEAKID","peakbias","phenotype"
"broadPeak_16182","mat","WL"
"broadPeak_16214","mat","WL"
"broadPeak_16363","mat","WL"
"broadPeak_16365","mat","WL"
"broadPeak_16536","mat","WL"
"broadPeak_16618","mat","WL"
"broadPeak_18132","mat","WL"
"broadPeak_18512","mat","WL"
"broadPeak_18639","mat","WL"
"broadPeak_18847","mat","WL"
"broadPeak_19017","mat","WL"
"broadPeak_19049","mat","WL"
"broadPeak_19122","mat","WL"
"broadPeak_20142","mat","WL"
"broadPeak_20167","mat","WL"
"broadPeak_20210","mat","WL"
"broadPeak_20211","mat","WL"
"broadPeak_20216","mat","WL"
"broadPeak_20855","mat","WL"
"broadPeak_21214","mat","WL"
"broadPeak_21221","mat","WL"
"broadPeak_21238","mat","WL"
"broadPeak_21243","mat","WL"
"broadPeak_21308","mat","WL"
"broadPeak_21424","mat","WL"
"broadPeak_21995","mat","WL"
"broadPeak_22195","mat","WL"
"broadPeak_22217","mat","WL"
"broadPeak_22221","mat","WL"
"broadPeak_22234","mat","WL"
"broadPeak_22239","mat","WL"
"broadPeak_22245","mat","WL"
"broadPeak_22246","mat","WL"
"broadPeak_22248","mat","WL"
"broadPeak_22252","mat","WL"
"broadPeak_22331","mat","WL"
"broadPeak_22335","mat","WL"
"broadPeak_22673","mat","WL"
"broadPeak_22674","mat","WL"
"broadPeak_22957","mat","WL"
"broadPeak_23204","mat","WL"
"broadPeak_23404","mat","WL"
"broadPeak_23422","mat","WL"
"broadPeak_23627","mat","WL"
"broadPeak_24274","mat","WL"
"broadPeak_24293","mat","WL"
"broadPeak_24536","mat","WL"
"broadPeak_24616","mat","WL"
"broadPeak_25025","mat","WL"
"broadPeak_25087","mat","WL"
"broadPeak_25094","mat","WL"
"broadPeak_25095","mat","WL"
"broadPeak_25356","mat","WL"
"broadPeak_25678","mat","WL"
"broadPeak_25818","mat","WL"
"broadPeak_25994","mat","WL"
"broadPeak_26212","mat","WL"
"broadPeak_26510","mat","WL"
"broadPeak_27011","mat","WL"
"broadPeak_27178","mat","WL"
"broadPeak_27203","mat","WL"
"broadPeak_27225","mat","WL"
"broadPeak_27456","mat","WL"
"broadPeak_27713","mat","WL"
"broadPeak_28065","mat","WL"
"broadPeak_28068","mat","WL"
"broadPeak_28076","mat","WL"
"broadPeak_28491","mat","WL"
"broadPeak_29129","mat","WL"
"broadPeak_29338","mat","WL"
"broadPeak_29954","mat","WL"
"broadPeak_29978","mat","WL"
"broadPeak_30807","mat","WL"
"broadPeak_31811","mat","WL"
"broadPeak_31833","mat","WL"
"broadPeak_31839","mat","WL"
"broadPeak_31853","mat","WL"
"broadPeak_31952","mat","WL"
"broadPeak_32027","mat","WL"
"broadPeak_32047","mat","WL"
"broadPeak_32101","mat","WL"
"broadPeak_32102","mat","WL"
"broadPeak_32110","mat","WL"
"broadPeak_32123","mat","WL"
"broadPeak_32880","mat","WL"
"broadPeak_32971","mat","WL"
"broadPeak_33431","mat","WL"
"broadPeak_33816","mat","WL"
"broadPeak_33820","mat","WL"
"broadPeak_33828","mat","WL"
"broadPeak_33836","mat","WL"
"broadPeak_33945","mat","WL"
"broadPeak_34028","mat","WL"
"broadPeak_34465","mat","WL"
"broadPeak_34717","mat","WL"
"broadPeak_34807","mat","WL"
"broadPeak_34896","mat","WL"
"broadPeak_35040","mat","WL"
"broadPeak_35772","mat","WL"
"broadPeak_35773","mat","WL"
"broadPeak_35781","mat","WL"
"broadPeak_35941","mat","WL"
"broadPeak_36178","mat","WL"
"broadPeak_36347","mat","WL"
"broadPeak_36986","mat","WL"
"broadPeak_37000","mat","WL"
"broadPeak_37032","mat","WL"
"broadPeak_37044","mat","WL"
"broadPeak_37062","mat","WL"
"broadPeak_37079","mat","WL"
"broadPeak_37571","mat","WL"
"broadPeak_37597","mat","WL"
"broadPeak_37661","mat","WL"
"broadPeak_37894","mat","WL"
"broadPeak_38885","mat","WL"
"broadPeak_38909","mat","WL"
"broadPeak_38920","mat","WL"
"broadPeak_38927","mat","WL"
"broadPeak_38946","mat","WL"
"broadPeak_38958","mat","WL"
"broadPeak_38975","mat","WL"
"broadPeak_39008","mat","WL"
"broadPeak_39009","mat","WL"
"broadPeak_39608","mat","WL"
"broadPeak_40505","mat","WL"
"broadPeak_40509","mat","WL"
"broadPeak_40518","mat","WL"
"broadPeak_40556","mat","WL"
"broadPeak_40567","mat","WL"
"broadPeak_40570","mat","WL"
"broadPeak_40655","mat","WL"
"broadPeak_40688","mat","WL"
"broadPeak_41028","mat","WL"
"broadPeak_41215","mat","WL"
"broadPeak_41255","mat","WL"
"broadPeak_41856","mat","WL"
"broadPeak_42070","mat","WL"
"broadPeak_1952","mat","QL"
"broadPeak_2410","mat","QL"
"broadPeak_2780","mat","QL"
"broadPeak_4721","mat","QL"
"broadPeak_5250","mat","QL"
"broadPeak_5253","mat","QL"
"broadPeak_5280","mat","QL"
"broadPeak_5440","mat","QL"
"broadPeak_5564","mat","QL"
"broadPeak_5597","mat","QL"
"broadPeak_5610","mat","QL"
"broadPeak_5618","mat","QL"
"broadPeak_5729","mat","QL"
"broadPeak_5739","mat","QL"
"broadPeak_6147","mat","QL"
"broadPeak_7032","mat","QL"
"broadPeak_7391","mat","QL"
"broadPeak_7459","mat","QL"
"broadPeak_7772","mat","QL"
"broadPeak_8228","mat","QL"
"broadPeak_8356","mat","QL"
"broadPeak_8564","mat","QL"
"broadPeak_8708","mat","QL"
"broadPeak_8820","mat","QL"
"broadPeak_8881","mat","QL"
"broadPeak_8890","mat","QL"
"broadPeak_9102","mat","QL"
"broadPeak_9794","mat","QL"
"broadPeak_9815","mat","QL"
"broadPeak_9903","mat","QL"
"broadPeak_10304","mat","QL"
"broadPeak_10320","mat","QL"
"broadPeak_10390","mat","QL"
"broadPeak_10766","mat","QL"
"broadPeak_10767","mat","QL"
"broadPeak_10778","mat","QL"
"broadPeak_11753","mat","QL"
"broadPeak_12745","mat","QL"
"broadPeak_12751","mat","QL"
"broadPeak_12760","mat","QL"
"broadPeak_14387","mat","QL"
"broadPeak_14660","mat","QL"
"broadPeak_14695","mat","QL"
"broadPeak_15007","mat","QL"
"broadPeak_15295","mat","QL"
"broadPeak_15526","mat","QL"
"broadPeak_15744","mat","QL"
"broadPeak_16057","mat","QL"
"broadPeak_16985","mat","QL"
"broadPeak_17584","mat","QL"
"broadPeak_17983","mat","QL"
"broadPeak_18480","mat","QL"
"broadPeak_18482","mat","QL"
"broadPeak_18697","mat","QL"
"broadPeak_18762","mat","QL"
"broadPeak_18770","mat","QL"
"broadPeak_18841","mat","QL"
"broadPeak_19787","mat","QL"
"broadPeak_19806","mat","QL"
"broadPeak_19811","mat","QL"
"broadPeak_19909","mat","QL"
"broadPeak_20912","mat","QL"
"broadPeak_20960","mat","QL"
"broadPeak_20961","mat","QL"
"broadPeak_21008","mat","QL"
"broadPeak_21208","mat","QL"
"broadPeak_21286","mat","QL"
"broadPeak_22141","mat","QL"
"broadPeak_23616","mat","QL"
"broadPeak_23783","mat","QL"
"broadPeak_24051","mat","QL"
"broadPeak_24481","mat","QL"
"broadPeak_24531","mat","QL"
"broadPeak_25995","mat","QL"
"broadPeak_26032","mat","QL"
"broadPeak_26861","mat","QL"
"broadPeak_27056","mat","QL"
"broadPeak_27066","mat","QL"
"broadPeak_27523","mat","QL"
"broadPeak_27574","mat","QL"
"broadPeak_27610","mat","QL"
"broadPeak_27767","mat","QL"
"broadPeak_28276","mat","QL"
"broadPeak_28280","mat","QL"
"broadPeak_28295","mat","QL"
"broadPeak_28306","mat","QL"
"broadPeak_28568","mat","QL"
"broadPeak_28717","mat","QL"
"broadPeak_28741","mat","QL"
"broadPeak_28742","mat","QL"
"broadPeak_28849","mat","QL"
"broadPeak_29000","mat","QL"
"broadPeak_29033","mat","QL"
"broadPeak_29037","mat","QL"
"broadPeak_29039","mat","QL"
"broadPeak_29045","mat","QL"
"broadPeak_29050","mat","QL"
"broadPeak_29054","mat","QL"
"broadPeak_29451","mat","QL"
"broadPeak_29488","mat","QL"
"broadPeak_29500","mat","QL"
"broadPeak_29578","mat","QL"
"broadPeak_29599","mat","QL"
"broadPeak_29604","mat","QL"
"broadPeak_30149","mat","QL"
"broadPeak_30201","mat","QL"
"broadPeak_30650","mat","QL"
"broadPeak_30975","mat","QL"
"narrowPeak_25336","mat","QL"
"broadPeak_31834","mat","QL"
"broadPeak_31944","mat","QL"
"narrowPeak_25554","mat","QL"
"broadPeak_32033","mat","QL"
"broadPeak_32849","mat","QL"
"broadPeak_34119","mat","QL"
"broadPeak_34378","mat","QL"
"broadPeak_34671","mat","QL"
"broadPeak_34717","mat","QL"
"narrowPeak_26919","mat","QL"
"broadPeak_35001","mat","QL"
"broadPeak_35048","mat","QL"
"broadPeak_35150","mat","QL"
"broadPeak_35167","mat","QL"
"narrowPeak_27148","mat","QL"
"broadPeak_35176","mat","QL"
"broadPeak_35183","mat","QL"
"broadPeak_35206","mat","QL"
"narrowPeak_27204","mat","QL"
"broadPeak_36046","mat","QL"
"broadPeak_36069","mat","QL"
"broadPeak_36211","mat","QL"
"narrowPeak_27901","mat","QL"
"broadPeak_36228","mat","QL"
"broadPeak_36302","mat","QL"
"narrowPeak_28016","mat","QL"
"narrowPeak_28075","mat","QL"
"broadPeak_37157","mat","QL"
"broadPeak_37335","mat","QL"
"narrowPeak_28806","mat","QL"
"narrowPeak_28808","mat","QL"
"broadPeak_37564","mat","QL"
"narrowPeak_29137","mat","QL"
"narrowPeak_29246","mat","QL"
"broadPeak_38385","mat","QL"
"narrowPeak_29701","mat","QL"
"broadPeak_38514","mat","QL"
"narrowPeak_29826","mat","QL"
"broadPeak_38619","mat","QL"
"broadPeak_38620","mat","QL"
"narrowPeak_30048","mat","QL"
"narrowPeak_30063","mat","QL"
"narrowPeak_30070","mat","QL"
"broadPeak_38812","mat","QL"
"broadPeak_38910","mat","QL"
"narrowPeak_30269","mat","QL"
"broadPeak_38994","mat","QL"
"broadPeak_38997","mat","QL"
"narrowPeak_30371","mat","QL"
"narrowPeak_30384","mat","QL"
"broadPeak_39048","mat","QL"
"broadPeak_39100","mat","QL"
"narrowPeak_30529","mat","QL"
"narrowPeak_30578","mat","QL"
"broadPeak_40353","mat","QL"
"narrowPeak_31846","mat","QL"
"broadPeak_41575","mat","QL"
"broadPeak_42069","mat","QL"
"narrowPeak_32927","mat","QL"
"narrowPeak_32952","mat","QL"
"narrowPeak_32962","mat","QL"
"broadPeak_42591","mat","QL"
"narrowPeak_33251","mat","QL"
"narrowPeak_33295","mat","QL"
"narrowPeak_33298","mat","QL"
"broadPeak_42724","mat","QL"
"broadPeak_42937","mat","QL"
"broadPeak_43141","mat","QL"
"broadPeak_43786","mat","QL"
"narrowPeak_34159","mat","QL"
"broadPeak_44878","mat","QL"
"broadPeak_44968","mat","QL"
"broadPeak_45007","mat","QL"
"broadPeak_45214","mat","QL"
"broadPeak_45219","mat","QL"
"broadPeak_45225","mat","QL"
"narrowPeak_34999","mat","QL"
"narrowPeak_35382","mat","QL"
"broadPeak_45699","mat","QL"
"broadPeak_46109","mat","QL"
"narrowPeak_36501","mat","QL"
"narrowPeak_37257","mat","QL"
"broadPeak_47331","mat","QL"
"narrowPeak_37436","mat","QL"
"broadPeak_47726","mat","QL"
"broadPeak_47758","mat","QL"
"broadPeak_47837","mat","QL"
"narrowPeak_38238","mat","QL"
"narrowPeak_38239","mat","QL"
"narrowPeak_38247","mat","QL"
"broadPeak_47912","mat","QL"
"narrowPeak_38399","mat","QL"
"narrowPeak_38401","mat","QL"
"narrowPeak_38406","mat","QL"
"broadPeak_47928","mat","QL"
"narrowPeak_38525","mat","QL"
"narrowPeak_38526","mat","QL"
"broadPeak_48047","mat","QL"
"broadPeak_48054","mat","QL"
"broadPeak_48147","mat","QL"
"narrowPeak_38790","mat","QL"
"broadPeak_49217","mat","QL"
"narrowPeak_39707","mat","QL"
"broadPeak_51169","mat","QL"
"broadPeak_51252","mat","QL"
"narrowPeak_40642","mat","QL"
"narrowPeak_40685","mat","QL"
"broadPeak_51410","mat","QL"
"broadPeak_51437","mat","QL"
"narrowPeak_41402","mat","QL"
"narrowPeak_41404","mat","QL"
"broadPeak_51956","mat","QL"
"broadPeak_52146","mat","QL"
"narrowPeak_41722","mat","QL"
"narrowPeak_41750","mat","QL"
"narrowPeak_42554","mat","QL"
"narrowPeak_42646","mat","QL"
"broadPeak_53505","mat","QL"
"narrowPeak_42678","mat","QL"
"broadPeak_53519","mat","QL"
"narrowPeak_42688","mat","QL"
"broadPeak_53520","mat","QL"
"broadPeak_53656","mat","QL"
"broadPeak_53732","mat","QL"
"broadPeak_53737","mat","QL"
"narrowPeak_42977","mat","QL"
"narrowPeak_43399","mat","QL"
"broadPeak_54361","mat","QL"
"broadPeak_55001","mat","QL"
"narrowPeak_44716","mat","QL"
"broadPeak_227","pat","WL"
"broadPeak_233","pat","WL"
"broadPeak_505","pat","WL"
"broadPeak_574","pat","WL"
"broadPeak_807","pat","WL"
"broadPeak_885","pat","WL"
"broadPeak_935","pat","WL"
"broadPeak_1161","pat","WL"
"broadPeak_1463","pat","WL"
"broadPeak_1597","pat","WL"
"broadPeak_1684","pat","WL"
"broadPeak_1785","pat","WL"
"broadPeak_2212","pat","WL"
"broadPeak_2299","pat","WL"
"broadPeak_2375","pat","WL"
"broadPeak_3080","pat","WL"
"broadPeak_3307","pat","WL"
"broadPeak_3308","pat","WL"
"broadPeak_3492","pat","WL"
"broadPeak_3602","pat","WL"
"broadPeak_4146","pat","WL"
"broadPeak_4296","pat","WL"
"broadPeak_4297","pat","WL"
"broadPeak_4432","pat","WL"
"broadPeak_4464","pat","WL"
"broadPeak_4650","pat","WL"
"broadPeak_4658","pat","WL"
"broadPeak_4688","pat","WL"
"broadPeak_4699","pat","WL"
"broadPeak_4773","pat","WL"
"broadPeak_4810","pat","WL"
"broadPeak_4954","pat","WL"
"broadPeak_5115","pat","WL"
"broadPeak_5332","pat","WL"
"broadPeak_5368","pat","WL"
"broadPeak_5385","pat","WL"
"broadPeak_5391","pat","WL"
"broadPeak_5423","pat","WL"
"broadPeak_5528","pat","WL"
"broadPeak_6023","pat","WL"
"broadPeak_6068","pat","WL"
"broadPeak_6088","pat","WL"
"broadPeak_6312","pat","WL"
"broadPeak_6473","pat","WL"
"broadPeak_7058","pat","WL"
"broadPeak_7059","pat","WL"
"broadPeak_7063","pat","WL"
"broadPeak_7147","pat","WL"
"broadPeak_7159","pat","WL"
"broadPeak_7192","pat","WL"
"broadPeak_7194","pat","WL"
"broadPeak_7510","pat","WL"
"broadPeak_7524","pat","WL"
"broadPeak_7731","pat","WL"
"broadPeak_7736","pat","WL"
"broadPeak_8035","pat","WL"
"broadPeak_8365","pat","WL"
"broadPeak_8443","pat","WL"
"broadPeak_8559","pat","WL"
"broadPeak_8778","pat","WL"
"broadPeak_8867","pat","WL"
"broadPeak_9354","pat","WL"
"broadPeak_9616","pat","WL"
"broadPeak_9773","pat","WL"
"broadPeak_9868","pat","WL"
"broadPeak_9915","pat","WL"
"broadPeak_10920","pat","WL"
"broadPeak_10921","pat","WL"
"broadPeak_10970","pat","WL"
"broadPeak_11026","pat","WL"
"broadPeak_11100","pat","WL"
"broadPeak_11297","pat","WL"
"broadPeak_11412","pat","WL"
"broadPeak_12032","pat","WL"
"broadPeak_12198","pat","WL"
"broadPeak_12201","pat","WL"
"broadPeak_12289","pat","WL"
"broadPeak_12528","pat","WL"
"broadPeak_12770","pat","WL"
"broadPeak_12958","pat","WL"
"broadPeak_13058","pat","WL"
"broadPeak_13075","pat","WL"
"broadPeak_13661","pat","WL"
"broadPeak_14350","pat","WL"
"broadPeak_14941","pat","WL"
"broadPeak_15247","pat","WL"
"broadPeak_15483","pat","WL"
"broadPeak_15742","pat","WL"
"broadPeak_15743","pat","WL"
"broadPeak_15845","pat","WL"
"broadPeak_15853","pat","WL"
"broadPeak_15854","pat","WL"
"broadPeak_15865","pat","WL"
"broadPeak_15867","pat","WL"
"broadPeak_15902","pat","WL"
"broadPeak_16494","pat","WL"
"broadPeak_16740","pat","WL"
"broadPeak_16744","pat","WL"
"broadPeak_16752","pat","WL"
"broadPeak_16765","pat","WL"
"broadPeak_16776","pat","WL"
"broadPeak_16778","pat","WL"
"broadPeak_16859","pat","WL"
"broadPeak_16894","pat","WL"
"broadPeak_16905","pat","WL"
"broadPeak_16950","pat","WL"
"broadPeak_16976","pat","WL"
"broadPeak_17048","pat","WL"
"broadPeak_17274","pat","WL"
"broadPeak_17464","pat","WL"
"broadPeak_17621","pat","WL"
"broadPeak_18243","pat","WL"
"broadPeak_18418","pat","WL"
"broadPeak_18424","pat","WL"
"broadPeak_18427","pat","WL"
"broadPeak_18779","pat","WL"
"broadPeak_18894","pat","WL"
"broadPeak_19082","pat","WL"
"broadPeak_19091","pat","WL"
"broadPeak_19398","pat","WL"
"broadPeak_19454","pat","WL"
"broadPeak_19464","pat","WL"
"broadPeak_19495","pat","WL"
"broadPeak_19526","pat","WL"
"broadPeak_19532","pat","WL"
"broadPeak_19536","pat","WL"
"broadPeak_20419","pat","WL"
"broadPeak_20455","pat","WL"
"broadPeak_20782","pat","WL"
"broadPeak_20867","pat","WL"
"broadPeak_21802","pat","WL"
"broadPeak_22107","pat","WL"
"broadPeak_22273","pat","WL"
"broadPeak_22305","pat","WL"
"broadPeak_22306","pat","WL"
"broadPeak_22364","pat","WL"
"broadPeak_22433","pat","WL"
"broadPeak_22768","pat","WL"
"broadPeak_23169","pat","WL"
"broadPeak_23442","pat","WL"
"broadPeak_23875","pat","WL"
"broadPeak_23948","pat","WL"
"broadPeak_24080","pat","WL"
"broadPeak_24081","pat","WL"
"broadPeak_24083","pat","WL"
"broadPeak_24106","pat","WL"
"broadPeak_24199","pat","WL"
"broadPeak_24447","pat","WL"
"broadPeak_24880","pat","WL"
"broadPeak_24883","pat","WL"
"broadPeak_24885","pat","WL"
"broadPeak_25121","pat","WL"
"broadPeak_25198","pat","WL"
"broadPeak_26149","pat","WL"
"broadPeak_26611","pat","WL"
"broadPeak_26743","pat","WL"
"broadPeak_27045","pat","WL"
"broadPeak_27207","pat","WL"
"broadPeak_28243","pat","WL"
"broadPeak_28408","pat","WL"
"broadPeak_28431","pat","WL"
"broadPeak_28479","pat","WL"
"broadPeak_28481","pat","WL"
"broadPeak_28674","pat","WL"
"broadPeak_28701","pat","WL"
"broadPeak_28885","pat","WL"
"broadPeak_29320","pat","WL"
"broadPeak_29475","pat","WL"
"broadPeak_29691","pat","WL"
"broadPeak_29744","pat","WL"
"broadPeak_29784","pat","WL"
"broadPeak_29994","pat","WL"
"broadPeak_30003","pat","WL"
"broadPeak_30271","pat","WL"
"broadPeak_30334","pat","WL"
"broadPeak_30456","pat","WL"
"broadPeak_30563","pat","WL"
"broadPeak_30664","pat","WL"
"broadPeak_31132","pat","WL"
"broadPeak_31475","pat","WL"
"broadPeak_31617","pat","WL"
"broadPeak_31622","pat","WL"
"broadPeak_31623","pat","WL"
"broadPeak_31627","pat","WL"
"broadPeak_31658","pat","WL"
"broadPeak_31674","pat","WL"
"broadPeak_31681","pat","WL"
"broadPeak_32334","pat","WL"
"broadPeak_32840","pat","WL"
"broadPeak_32932","pat","WL"
"broadPeak_32935","pat","WL"
"broadPeak_32937","pat","WL"
"broadPeak_32938","pat","WL"
"broadPeak_32939","pat","WL"
"broadPeak_32941","pat","WL"
"broadPeak_33010","pat","WL"
"broadPeak_33219","pat","WL"
"broadPeak_33281","pat","WL"
"broadPeak_33282","pat","WL"
"broadPeak_33356","pat","WL"
"broadPeak_33400","pat","WL"
"broadPeak_33769","pat","WL"
"broadPeak_34279","pat","WL"
"broadPeak_34281","pat","WL"
"broadPeak_34412","pat","WL"
"broadPeak_34414","pat","WL"
"broadPeak_34815","pat","WL"
"broadPeak_34964","pat","WL"
"broadPeak_35064","pat","WL"
"broadPeak_35224","pat","WL"
"broadPeak_35276","pat","WL"
"broadPeak_35446","pat","WL"
"broadPeak_35458","pat","WL"
"broadPeak_35568","pat","WL"
"broadPeak_35569","pat","WL"
"broadPeak_35615","pat","WL"
"broadPeak_35618","pat","WL"
"broadPeak_35641","pat","WL"
"broadPeak_35706","pat","WL"
"broadPeak_35721","pat","WL"
"broadPeak_36024","pat","WL"
"broadPeak_36065","pat","WL"
"broadPeak_36113","pat","WL"
"broadPeak_36438","pat","WL"
"broadPeak_36494","pat","WL"
"broadPeak_36745","pat","WL"
"broadPeak_36767","pat","WL"
"broadPeak_36843","pat","WL"
"broadPeak_37534","pat","WL"
"broadPeak_37535","pat","WL"
"broadPeak_38064","pat","WL"
"broadPeak_38137","pat","WL"
"broadPeak_38202","pat","WL"
"broadPeak_38205","pat","WL"
"broadPeak_38302","pat","WL"
"broadPeak_38322","pat","WL"
"broadPeak_38331","pat","WL"
"broadPeak_38883","pat","WL"
"broadPeak_38966","pat","WL"
"broadPeak_40295","pat","WL"
"broadPeak_40378","pat","WL"
"broadPeak_40495","pat","WL"
"broadPeak_41221","pat","WL"
"broadPeak_41435","pat","WL"
"broadPeak_41474","pat","WL"
"broadPeak_42081","pat","WL"
"broadPeak_42264","pat","WL"
"broadPeak_42469","pat","WL"
"broadPeak_54","pat","QL"
"broadPeak_65","pat","QL"
"broadPeak_76","pat","QL"
"broadPeak_272","pat","QL"
"broadPeak_656","pat","QL"
"broadPeak_757","pat","QL"
"broadPeak_874","pat","QL"
"broadPeak_882","pat","QL"
"broadPeak_972","pat","QL"
"broadPeak_980","pat","QL"
"broadPeak_996","pat","QL"
"broadPeak_1026","pat","QL"
"broadPeak_1027","pat","QL"
"broadPeak_1155","pat","QL"
"broadPeak_1293","pat","QL"
"broadPeak_1340","pat","QL"
"broadPeak_1385","pat","QL"
"broadPeak_1462","pat","QL"
"broadPeak_1469","pat","QL"
"broadPeak_1559","pat","QL"
"broadPeak_1591","pat","QL"
"broadPeak_1743","pat","QL"
"broadPeak_1802","pat","QL"
"broadPeak_1849","pat","QL"
"broadPeak_1865","pat","QL"
"broadPeak_1872","pat","QL"
"broadPeak_1875","pat","QL"
"broadPeak_1876","pat","QL"
"broadPeak_1884","pat","QL"
"broadPeak_1978","pat","QL"
"broadPeak_1989","pat","QL"
"broadPeak_1991","pat","QL"
"broadPeak_1993","pat","QL"
"broadPeak_1994","pat","QL"
"broadPeak_1995","pat","QL"
"broadPeak_1996","pat","QL"
"broadPeak_1998","pat","QL"
"broadPeak_2007","pat","QL"
"broadPeak_2012","pat","QL"
"broadPeak_2056","pat","QL"
"broadPeak_2092","pat","QL"
"broadPeak_2113","pat","QL"
"broadPeak_2116","pat","QL"
"broadPeak_2119","pat","QL"
"broadPeak_2121","pat","QL"
"broadPeak_2144","pat","QL"
"broadPeak_2148","pat","QL"
"broadPeak_2150","pat","QL"
"broadPeak_2291","pat","QL"
"broadPeak_2297","pat","QL"
"broadPeak_2299","pat","QL"
"broadPeak_2314","pat","QL"
"broadPeak_2326","pat","QL"
"broadPeak_2332","pat","QL"
"broadPeak_2338","pat","QL"
"broadPeak_2339","pat","QL"
"broadPeak_2351","pat","QL"
"broadPeak_2368","pat","QL"
"broadPeak_2429","pat","QL"
"broadPeak_2508","pat","QL"
"broadPeak_2549","pat","QL"
"broadPeak_2607","pat","QL"
"broadPeak_2877","pat","QL"
"broadPeak_2919","pat","QL"
"broadPeak_2993","pat","QL"
"broadPeak_3012","pat","QL"
"broadPeak_3406","pat","QL"
"broadPeak_3852","pat","QL"
"broadPeak_4013","pat","QL"
"broadPeak_4015","pat","QL"
"broadPeak_4027","pat","QL"
"broadPeak_4215","pat","QL"
"broadPeak_4321","pat","QL"
"broadPeak_4335","pat","QL"
"broadPeak_4465","pat","QL"
"broadPeak_4490","pat","QL"
"broadPeak_4519","pat","QL"
"broadPeak_4605","pat","QL"
"broadPeak_4700","pat","QL"
"broadPeak_4733","pat","QL"
"broadPeak_4755","pat","QL"
"broadPeak_4947","pat","QL"
"broadPeak_4972","pat","QL"
"broadPeak_4977","pat","QL"
"broadPeak_4980","pat","QL"
"broadPeak_4992","pat","QL"
"broadPeak_5002","pat","QL"
"broadPeak_5009","pat","QL"
"broadPeak_5014","pat","QL"
"broadPeak_5057","pat","QL"
"broadPeak_5069","pat","QL"
"broadPeak_5093","pat","QL"
"broadPeak_5284","pat","QL"
"broadPeak_5316","pat","QL"
"broadPeak_5345","pat","QL"
"broadPeak_5377","pat","QL"
"broadPeak_5486","pat","QL"
"broadPeak_5594","pat","QL"
"broadPeak_5644","pat","QL"
"broadPeak_5778","pat","QL"
"broadPeak_5857","pat","QL"
"broadPeak_5861","pat","QL"
"broadPeak_5862","pat","QL"
"broadPeak_5883","pat","QL"
"broadPeak_5884","pat","QL"
"broadPeak_5898","pat","QL"
"broadPeak_5909","pat","QL"
"broadPeak_5910","pat","QL"
"broadPeak_5916","pat","QL"
"broadPeak_5919","pat","QL"
"broadPeak_5924","pat","QL"
"broadPeak_5938","pat","QL"
"broadPeak_5955","pat","QL"
"broadPeak_5956","pat","QL"
"broadPeak_5978","pat","QL"
"broadPeak_5983","pat","QL"
"broadPeak_5985","pat","QL"
"broadPeak_6002","pat","QL"
"broadPeak_6058","pat","QL"
"broadPeak_6059","pat","QL"
"broadPeak_6113","pat","QL"
"broadPeak_6114","pat","QL"
