"PEAKID","peakbias","phenotype"
"broadPeak_8369","mat","WL"
"broadPeak_8598","mat","WL"
"broadPeak_8792","mat","WL"
"broadPeak_8976","mat","WL"
"broadPeak_8985","mat","WL"
"broadPeak_9146","mat","WL"
"broadPeak_9273","mat","WL"
"broadPeak_9292","mat","WL"
"broadPeak_9402","mat","WL"
"broadPeak_10134","mat","WL"
"broadPeak_10136","mat","WL"
"broadPeak_10151","mat","WL"
"broadPeak_10200","mat","WL"
"broadPeak_10245","mat","WL"
"broadPeak_10250","mat","WL"
"broadPeak_10254","mat","WL"
"broadPeak_10259","mat","WL"
"broadPeak_10265","mat","WL"
"broadPeak_10266","mat","WL"
"broadPeak_10267","mat","WL"
"broadPeak_10270","mat","WL"
"broadPeak_10278","mat","WL"
"broadPeak_10279","mat","WL"
"broadPeak_10281","mat","WL"
"broadPeak_10283","mat","WL"
"broadPeak_10285","mat","WL"
"broadPeak_10286","mat","WL"
"broadPeak_10288","mat","WL"
"broadPeak_10290","mat","WL"
"broadPeak_10299","mat","WL"
"broadPeak_10381","mat","WL"
"broadPeak_10386","mat","WL"
"broadPeak_10389","mat","WL"
"broadPeak_10563","mat","WL"
"broadPeak_10568","mat","WL"
"broadPeak_10569","mat","WL"
"broadPeak_10573","mat","WL"
"broadPeak_10582","mat","WL"
"broadPeak_10588","mat","WL"
"broadPeak_10623","mat","WL"
"broadPeak_10652","mat","WL"
"broadPeak_10676","mat","WL"
"broadPeak_10831","mat","WL"
"broadPeak_10832","mat","WL"
"broadPeak_10845","mat","WL"
"broadPeak_10862","mat","WL"
"broadPeak_10870","mat","WL"
"broadPeak_10999","mat","WL"
"broadPeak_11003","mat","WL"
"broadPeak_11397","mat","WL"
"broadPeak_11486","mat","WL"
"broadPeak_11626","mat","WL"
"broadPeak_11637","mat","WL"
"broadPeak_11829","mat","WL"
"broadPeak_11899","mat","WL"
"broadPeak_11947","mat","WL"
"broadPeak_11957","mat","WL"
"broadPeak_12012","mat","WL"
"broadPeak_12073","mat","WL"
"broadPeak_12351","mat","WL"
"broadPeak_12357","mat","WL"
"broadPeak_12424","mat","WL"
"broadPeak_12496","mat","WL"
"broadPeak_12516","mat","WL"
"broadPeak_12550","mat","WL"
"broadPeak_12603","mat","WL"
"broadPeak_13201","mat","WL"
"broadPeak_14780","mat","WL"
"broadPeak_14919","mat","WL"
"broadPeak_14948","mat","WL"
"broadPeak_15357","mat","WL"
"broadPeak_15713","mat","WL"
"broadPeak_15782","mat","WL"
"broadPeak_15818","mat","WL"
"broadPeak_15839","mat","WL"
"broadPeak_16172","mat","WL"
"broadPeak_16806","mat","WL"
"broadPeak_17023","mat","WL"
"broadPeak_17195","mat","WL"
"broadPeak_17814","mat","WL"
"broadPeak_18035","mat","WL"
"broadPeak_18082","mat","WL"
"broadPeak_18109","mat","WL"
"broadPeak_18197","mat","WL"
"broadPeak_18392","mat","WL"
"broadPeak_18432","mat","WL"
"broadPeak_18659","mat","WL"
"broadPeak_18864","mat","WL"
"broadPeak_19201","mat","WL"
"broadPeak_19660","mat","WL"
"broadPeak_19937","mat","WL"
"broadPeak_19941","mat","WL"
"broadPeak_19943","mat","WL"
"broadPeak_19948","mat","WL"
"broadPeak_20023","mat","WL"
"broadPeak_20250","mat","WL"
"broadPeak_20546","mat","WL"
"broadPeak_20553","mat","WL"
"broadPeak_20588","mat","WL"
"broadPeak_20620","mat","WL"
"broadPeak_20670","mat","WL"
"broadPeak_20783","mat","WL"
"broadPeak_20801","mat","WL"
"broadPeak_20804","mat","WL"
"broadPeak_20810","mat","WL"
"broadPeak_20896","mat","WL"
"broadPeak_21145","mat","WL"
"broadPeak_21320","mat","WL"
"broadPeak_21417","mat","WL"
"broadPeak_21829","mat","WL"
"broadPeak_22030","mat","WL"
"broadPeak_22438","mat","WL"
"broadPeak_22441","mat","WL"
"broadPeak_22785","mat","WL"
"broadPeak_22893","mat","WL"
"broadPeak_23002","mat","WL"
"broadPeak_23256","mat","WL"
"broadPeak_23257","mat","WL"
"broadPeak_23263","mat","WL"
"broadPeak_23292","mat","WL"
"broadPeak_23314","mat","WL"
"broadPeak_23655","mat","WL"
"broadPeak_23714","mat","WL"
"broadPeak_23726","mat","WL"
"broadPeak_23759","mat","WL"
"broadPeak_24398","mat","WL"
"broadPeak_24422","mat","WL"
"broadPeak_25117","mat","WL"
"broadPeak_25270","mat","WL"
"broadPeak_25386","mat","WL"
"broadPeak_25487","mat","WL"
"broadPeak_25801","mat","WL"
"broadPeak_25828","mat","WL"
"broadPeak_25980","mat","WL"
"broadPeak_25994","mat","WL"
"broadPeak_26145","mat","WL"
"broadPeak_27171","mat","WL"
"broadPeak_1264","mat","QL"
"broadPeak_1367","mat","QL"
"broadPeak_1597","mat","QL"
"broadPeak_1624","mat","QL"
"broadPeak_1887","mat","QL"
"broadPeak_1994","mat","QL"
"broadPeak_2054","mat","QL"
"broadPeak_2121","mat","QL"
"broadPeak_2122","mat","QL"
"broadPeak_2237","mat","QL"
"broadPeak_2551","mat","QL"
"broadPeak_2665","mat","QL"
"broadPeak_2706","mat","QL"
"broadPeak_2856","mat","QL"
"broadPeak_2857","mat","QL"
"broadPeak_2861","mat","QL"
"broadPeak_2869","mat","QL"
"broadPeak_2872","mat","QL"
"broadPeak_2914","mat","QL"
"broadPeak_2933","mat","QL"
"broadPeak_3199","mat","QL"
"broadPeak_3203","mat","QL"
"broadPeak_3235","mat","QL"
"broadPeak_3275","mat","QL"
"broadPeak_3403","mat","QL"
"broadPeak_4064","mat","QL"
"broadPeak_4230","mat","QL"
"broadPeak_5525","mat","QL"
"broadPeak_6947","mat","QL"
"broadPeak_7135","mat","QL"
"broadPeak_7152","mat","QL"
"broadPeak_7154","mat","QL"
"broadPeak_7440","mat","QL"
"broadPeak_7447","mat","QL"
"broadPeak_7454","mat","QL"
"broadPeak_7985","mat","QL"
"broadPeak_8014","mat","QL"
"broadPeak_8036","mat","QL"
"broadPeak_8047","mat","QL"
"broadPeak_8048","mat","QL"
"broadPeak_8050","mat","QL"
"broadPeak_8103","mat","QL"
"broadPeak_8139","mat","QL"
"broadPeak_8526","mat","QL"
"broadPeak_8537","mat","QL"
"broadPeak_8550","mat","QL"
"broadPeak_8563","mat","QL"
"broadPeak_8569","mat","QL"
"broadPeak_9166","mat","QL"
"broadPeak_9174","mat","QL"
"broadPeak_9224","mat","QL"
"broadPeak_9258","mat","QL"
"broadPeak_10216","mat","QL"
"broadPeak_10293","mat","QL"
"broadPeak_10774","mat","QL"
"broadPeak_10904","mat","QL"
"broadPeak_10918","mat","QL"
"broadPeak_10957","mat","QL"
"broadPeak_11007","mat","QL"
"broadPeak_11168","mat","QL"
"broadPeak_11208","mat","QL"
"broadPeak_11520","mat","QL"
"broadPeak_11523","mat","QL"
"broadPeak_11526","mat","QL"
"broadPeak_12447","mat","QL"
"broadPeak_12463","mat","QL"
"broadPeak_13449","mat","QL"
"broadPeak_13545","mat","QL"
"broadPeak_13715","mat","QL"
"broadPeak_13794","mat","QL"
"broadPeak_13804","mat","QL"
"broadPeak_13872","mat","QL"
"broadPeak_14047","mat","QL"
"broadPeak_14050","mat","QL"
"broadPeak_14055","mat","QL"
"broadPeak_14057","mat","QL"
"broadPeak_14066","mat","QL"
"broadPeak_14069","mat","QL"
"broadPeak_14072","mat","QL"
"broadPeak_14079","mat","QL"
"broadPeak_14084","mat","QL"
"broadPeak_14086","mat","QL"
"broadPeak_14092","mat","QL"
"broadPeak_14136","mat","QL"
"broadPeak_14185","mat","QL"
"broadPeak_14419","mat","QL"
"broadPeak_14420","mat","QL"
"broadPeak_14425","mat","QL"
"broadPeak_14439","mat","QL"
"broadPeak_14440","mat","QL"
"broadPeak_14450","mat","QL"
"broadPeak_14461","mat","QL"
"broadPeak_14478","mat","QL"
"broadPeak_14500","mat","QL"
"broadPeak_14513","mat","QL"
"broadPeak_14527","mat","QL"
"broadPeak_14543","mat","QL"
"broadPeak_14550","mat","QL"
"broadPeak_14551","mat","QL"
"broadPeak_14646","mat","QL"
"broadPeak_15549","mat","QL"
"broadPeak_18417","mat","QL"
"broadPeak_18472","mat","QL"
"narrowPeak_10749","mat","QL"
"narrowPeak_10783","mat","QL"
"broadPeak_18569","mat","QL"
"broadPeak_18657","mat","QL"
"narrowPeak_10903","mat","QL"
"broadPeak_19121","mat","QL"
"broadPeak_19220","mat","QL"
"broadPeak_19228","mat","QL"
"broadPeak_19307","mat","QL"
"broadPeak_19643","mat","QL"
"broadPeak_20220","mat","QL"
"broadPeak_20253","mat","QL"
"broadPeak_20303","mat","QL"
"broadPeak_20626","mat","QL"
"narrowPeak_11774","mat","QL"
"narrowPeak_11835","mat","QL"
"narrowPeak_12071","mat","QL"
"broadPeak_21509","mat","QL"
"broadPeak_22620","mat","QL"
"broadPeak_22621","mat","QL"
"broadPeak_22966","mat","QL"
"broadPeak_23069","mat","QL"
"broadPeak_23359","mat","QL"
"broadPeak_24207","mat","QL"
"broadPeak_24774","mat","QL"
"broadPeak_25024","mat","QL"
"narrowPeak_14186","mat","QL"
"narrowPeak_14380","mat","QL"
"narrowPeak_14390","mat","QL"
"narrowPeak_14613","mat","QL"
"narrowPeak_14614","mat","QL"
"broadPeak_26136","mat","QL"
"broadPeak_26137","mat","QL"
"broadPeak_26140","mat","QL"
"broadPeak_26229","mat","QL"
"broadPeak_26397","mat","QL"
"broadPeak_26400","mat","QL"
"broadPeak_26438","mat","QL"
"broadPeak_26452","mat","QL"
"broadPeak_26603","mat","QL"
"broadPeak_26624","mat","QL"
"narrowPeak_15031","mat","QL"
"broadPeak_26642","mat","QL"
"narrowPeak_15057","mat","QL"
"broadPeak_26752","mat","QL"
"broadPeak_26777","mat","QL"
"broadPeak_26818","mat","QL"
"broadPeak_26819","mat","QL"
"narrowPeak_15123","mat","QL"
"broadPeak_27355","mat","QL"
"broadPeak_27660","mat","QL"
"broadPeak_27685","mat","QL"
"narrowPeak_15467","mat","QL"
"broadPeak_27696","mat","QL"
"narrowPeak_15613","mat","QL"
"broadPeak_28079","mat","QL"
"narrowPeak_15681","mat","QL"
"narrowPeak_15687","mat","QL"
"broadPeak_28134","mat","QL"
"narrowPeak_15727","mat","QL"
"broadPeak_28187","mat","QL"
"broadPeak_28190","mat","QL"
"broadPeak_28193","mat","QL"
"broadPeak_28223","mat","QL"
"narrowPeak_15791","mat","QL"
"narrowPeak_15818","mat","QL"
"broadPeak_28301","mat","QL"
"broadPeak_28328","mat","QL"
"narrowPeak_15847","mat","QL"
"broadPeak_28343","mat","QL"
"narrowPeak_15879","mat","QL"
"narrowPeak_15883","mat","QL"
"narrowPeak_15892","mat","QL"
"broadPeak_28796","mat","QL"
"broadPeak_28892","mat","QL"
"narrowPeak_16275","mat","QL"
"broadPeak_29537","mat","QL"
"broadPeak_29992","mat","QL"
"broadPeak_30004","mat","QL"
"broadPeak_30006","mat","QL"
"broadPeak_30021","mat","QL"
"broadPeak_30066","mat","QL"
"narrowPeak_16748","mat","QL"
"broadPeak_30067","mat","QL"
"broadPeak_30071","mat","QL"
"narrowPeak_17007","mat","QL"
"narrowPeak_17654","mat","QL"
"narrowPeak_17871","mat","QL"
"narrowPeak_17876","mat","QL"
"broadPeak_31595","mat","QL"
"broadPeak_31667","mat","QL"
"broadPeak_31680","mat","QL"
"broadPeak_31684","mat","QL"
"broadPeak_31687","mat","QL"
"narrowPeak_18145","mat","QL"
"broadPeak_31726","mat","QL"
"broadPeak_31727","mat","QL"
"narrowPeak_18186","mat","QL"
"broadPeak_31933","mat","QL"
"narrowPeak_18333","mat","QL"
"broadPeak_32027","mat","QL"
"broadPeak_32062","mat","QL"
"broadPeak_32142","mat","QL"
"broadPeak_33343","mat","QL"
"narrowPeak_18969","mat","QL"
"broadPeak_34042","mat","QL"
"broadPeak_34081","mat","QL"
"narrowPeak_19470","mat","QL"
"broadPeak_34231","mat","QL"
"broadPeak_34335","mat","QL"
"broadPeak_34479","mat","QL"
"narrowPeak_20121","mat","QL"
"narrowPeak_20141","mat","QL"
"broadPeak_35184","mat","QL"
"broadPeak_35186","mat","QL"
"narrowPeak_20161","mat","QL"
"broadPeak_35251","mat","QL"
"narrowPeak_20620","mat","QL"
"broadPeak_39","pat","WL"
"broadPeak_43","pat","WL"
"broadPeak_247","pat","WL"
"broadPeak_267","pat","WL"
"broadPeak_375","pat","WL"
"broadPeak_522","pat","WL"
"broadPeak_685","pat","WL"
"broadPeak_948","pat","WL"
"broadPeak_967","pat","WL"
"broadPeak_1070","pat","WL"
"broadPeak_1154","pat","WL"
"broadPeak_1169","pat","WL"
"broadPeak_1171","pat","WL"
"broadPeak_1255","pat","WL"
"broadPeak_1287","pat","WL"
"broadPeak_1338","pat","WL"
"broadPeak_1411","pat","WL"
"broadPeak_1550","pat","WL"
"broadPeak_1552","pat","WL"
"broadPeak_1558","pat","WL"
"broadPeak_2122","pat","WL"
"broadPeak_2123","pat","WL"
"broadPeak_2181","pat","WL"
"broadPeak_2220","pat","WL"
"broadPeak_2460","pat","WL"
"broadPeak_2489","pat","WL"
"broadPeak_2510","pat","WL"
"broadPeak_2664","pat","WL"
"broadPeak_2671","pat","WL"
"broadPeak_2752","pat","WL"
"broadPeak_2823","pat","WL"
"broadPeak_2884","pat","WL"
"broadPeak_2894","pat","WL"
"broadPeak_2972","pat","WL"
"broadPeak_2983","pat","WL"
"broadPeak_2985","pat","WL"
"broadPeak_2989","pat","WL"
"broadPeak_3008","pat","WL"
"broadPeak_3040","pat","WL"
"broadPeak_3044","pat","WL"
"broadPeak_3098","pat","WL"
"broadPeak_3187","pat","WL"
"broadPeak_3233","pat","WL"
"broadPeak_3332","pat","WL"
"broadPeak_3387","pat","WL"
"broadPeak_3491","pat","WL"
"broadPeak_3522","pat","WL"
"broadPeak_3665","pat","WL"
"broadPeak_4009","pat","WL"
"broadPeak_4084","pat","WL"
"broadPeak_4088","pat","WL"
"broadPeak_4089","pat","WL"
"broadPeak_4093","pat","WL"
"broadPeak_4311","pat","WL"
"broadPeak_4314","pat","WL"
"broadPeak_4414","pat","WL"
"broadPeak_4415","pat","WL"
"broadPeak_4482","pat","WL"
"broadPeak_4485","pat","WL"
"broadPeak_4496","pat","WL"
"broadPeak_4498","pat","WL"
"broadPeak_4502","pat","WL"
"broadPeak_4503","pat","WL"
"broadPeak_4506","pat","WL"
"broadPeak_4508","pat","WL"
"broadPeak_4731","pat","WL"
"broadPeak_4752","pat","WL"
"broadPeak_4759","pat","WL"
"broadPeak_4760","pat","WL"
"broadPeak_4764","pat","WL"
"broadPeak_4824","pat","WL"
"broadPeak_4897","pat","WL"
"broadPeak_4994","pat","WL"
"broadPeak_5000","pat","WL"
"broadPeak_5002","pat","WL"
"broadPeak_5012","pat","WL"
"broadPeak_5039","pat","WL"
"broadPeak_5167","pat","WL"
"broadPeak_5176","pat","WL"
"broadPeak_5183","pat","WL"
"broadPeak_5193","pat","WL"
"broadPeak_5295","pat","WL"
"broadPeak_5303","pat","WL"
"broadPeak_5591","pat","WL"
"broadPeak_5840","pat","WL"
"broadPeak_5853","pat","WL"
"broadPeak_5865","pat","WL"
"broadPeak_6302","pat","WL"
"broadPeak_6324","pat","WL"
"broadPeak_6376","pat","WL"
"broadPeak_6383","pat","WL"
"broadPeak_6404","pat","WL"
"broadPeak_6448","pat","WL"
"broadPeak_6488","pat","WL"
"broadPeak_6491","pat","WL"
"broadPeak_6496","pat","WL"
"broadPeak_6572","pat","WL"
"broadPeak_6655","pat","WL"
"broadPeak_6703","pat","WL"
"broadPeak_6742","pat","WL"
"broadPeak_6776","pat","WL"
"broadPeak_6795","pat","WL"
"broadPeak_7039","pat","WL"
"broadPeak_7054","pat","WL"
"broadPeak_7092","pat","WL"
"broadPeak_7100","pat","WL"
"broadPeak_7101","pat","WL"
"broadPeak_7229","pat","WL"
"broadPeak_7242","pat","WL"
"broadPeak_7291","pat","WL"
"broadPeak_7313","pat","WL"
"broadPeak_7400","pat","WL"
"broadPeak_7555","pat","WL"
"broadPeak_7558","pat","WL"
"broadPeak_7568","pat","WL"
"broadPeak_7574","pat","WL"
"broadPeak_7608","pat","WL"
"broadPeak_7760","pat","WL"
"broadPeak_7772","pat","WL"
"broadPeak_7799","pat","WL"
"broadPeak_7801","pat","WL"
"broadPeak_7808","pat","WL"
"broadPeak_7813","pat","WL"
"broadPeak_7929","pat","WL"
"broadPeak_7930","pat","WL"
"broadPeak_7939","pat","WL"
"broadPeak_7941","pat","WL"
"broadPeak_7943","pat","WL"
"broadPeak_7946","pat","WL"
"broadPeak_8072","pat","WL"
"broadPeak_8179","pat","WL"
"broadPeak_8198","pat","WL"
"broadPeak_8297","pat","WL"
"broadPeak_8319","pat","WL"
"broadPeak_8323","pat","WL"
"broadPeak_8496","pat","WL"
"broadPeak_8565","pat","WL"
"broadPeak_8729","pat","WL"
"broadPeak_8741","pat","WL"
"broadPeak_8757","pat","WL"
"broadPeak_8820","pat","WL"
"broadPeak_8833","pat","WL"
"broadPeak_8834","pat","WL"
"broadPeak_8838","pat","WL"
"broadPeak_8849","pat","WL"
"broadPeak_8883","pat","WL"
"broadPeak_8891","pat","WL"
"broadPeak_8919","pat","WL"
"broadPeak_9100","pat","WL"
"broadPeak_9144","pat","WL"
"broadPeak_9216","pat","WL"
"broadPeak_9217","pat","WL"
"broadPeak_9221","pat","WL"
"broadPeak_9230","pat","WL"
"broadPeak_9232","pat","WL"
"broadPeak_9266","pat","WL"
"broadPeak_9454","pat","WL"
"broadPeak_9455","pat","WL"
"broadPeak_9647","pat","WL"
"broadPeak_9866","pat","WL"
"broadPeak_9873","pat","WL"
"broadPeak_9902","pat","WL"
"broadPeak_9960","pat","WL"
"broadPeak_10115","pat","WL"
"broadPeak_10235","pat","WL"
"broadPeak_10256","pat","WL"
"broadPeak_10393","pat","WL"
"broadPeak_10477","pat","WL"
"broadPeak_10536","pat","WL"
"broadPeak_10655","pat","WL"
"broadPeak_10670","pat","WL"
"broadPeak_10734","pat","WL"
"broadPeak_10756","pat","WL"
"broadPeak_10758","pat","WL"
"broadPeak_10759","pat","WL"
"broadPeak_10760","pat","WL"
"broadPeak_10781","pat","WL"
"broadPeak_10915","pat","WL"
"broadPeak_10918","pat","WL"
"broadPeak_11029","pat","WL"
"broadPeak_11047","pat","WL"
"broadPeak_11052","pat","WL"
"broadPeak_11053","pat","WL"
"broadPeak_11206","pat","WL"
"broadPeak_11231","pat","WL"
"broadPeak_11243","pat","WL"
"broadPeak_11248","pat","WL"
"broadPeak_11307","pat","WL"
"broadPeak_11319","pat","WL"
"broadPeak_11327","pat","WL"
"broadPeak_11329","pat","WL"
"broadPeak_11446","pat","WL"
"broadPeak_11489","pat","WL"
"broadPeak_11668","pat","WL"
"broadPeak_11900","pat","WL"
"broadPeak_11903","pat","WL"
"broadPeak_11945","pat","WL"
"broadPeak_11969","pat","WL"
"broadPeak_12024","pat","WL"
"broadPeak_12062","pat","WL"
"broadPeak_12183","pat","WL"
"broadPeak_12471","pat","WL"
"broadPeak_12480","pat","WL"
"broadPeak_12606","pat","WL"
"broadPeak_12614","pat","WL"
"broadPeak_12615","pat","WL"
"broadPeak_12616","pat","WL"
"broadPeak_12716","pat","WL"
"broadPeak_12720","pat","WL"
"broadPeak_12724","pat","WL"
"broadPeak_12726","pat","WL"
"broadPeak_12839","pat","WL"
"broadPeak_12879","pat","WL"
"broadPeak_12887","pat","WL"
"broadPeak_12951","pat","WL"
"broadPeak_12991","pat","WL"
"broadPeak_13204","pat","WL"
"broadPeak_13205","pat","WL"
"broadPeak_13211","pat","WL"
"broadPeak_13414","pat","WL"
"broadPeak_13690","pat","WL"
"broadPeak_13692","pat","WL"
"broadPeak_13760","pat","WL"
"broadPeak_13789","pat","WL"
"broadPeak_13811","pat","WL"
"broadPeak_14010","pat","WL"
"broadPeak_14018","pat","WL"
"broadPeak_14182","pat","WL"
"broadPeak_14183","pat","WL"
"broadPeak_14191","pat","WL"
"broadPeak_14194","pat","WL"
"broadPeak_14215","pat","WL"
"broadPeak_14476","pat","WL"
"broadPeak_14585","pat","WL"
"broadPeak_14597","pat","WL"
"broadPeak_14666","pat","WL"
"broadPeak_14862","pat","WL"
"broadPeak_15247","pat","WL"
"broadPeak_15251","pat","WL"
"broadPeak_15252","pat","WL"
"broadPeak_15303","pat","WL"
"broadPeak_15318","pat","WL"
"broadPeak_15321","pat","WL"
"broadPeak_15324","pat","WL"
"broadPeak_15336","pat","WL"
"broadPeak_15355","pat","WL"
"broadPeak_15410","pat","WL"
"broadPeak_15421","pat","WL"
"broadPeak_15422","pat","WL"
"broadPeak_15484","pat","WL"
"broadPeak_15513","pat","WL"
"broadPeak_15620","pat","WL"
"broadPeak_15890","pat","WL"
"broadPeak_16101","pat","WL"
"broadPeak_16308","pat","WL"
"broadPeak_16458","pat","WL"
"broadPeak_16548","pat","WL"
"broadPeak_16809","pat","WL"
"broadPeak_16898","pat","WL"
"broadPeak_17012","pat","WL"
"broadPeak_17052","pat","WL"
"broadPeak_17091","pat","WL"
"broadPeak_17198","pat","WL"
"broadPeak_17244","pat","WL"
"broadPeak_17330","pat","WL"
"broadPeak_17332","pat","WL"
"broadPeak_17533","pat","WL"
"broadPeak_17546","pat","WL"
"broadPeak_17561","pat","WL"
"broadPeak_17644","pat","WL"
"broadPeak_17931","pat","WL"
"broadPeak_17942","pat","WL"
"broadPeak_18131","pat","WL"
"broadPeak_18149","pat","WL"
"broadPeak_18154","pat","WL"
"broadPeak_18209","pat","WL"
"broadPeak_18299","pat","WL"
"broadPeak_18333","pat","WL"
"broadPeak_18381","pat","WL"
"broadPeak_18386","pat","WL"
"broadPeak_18463","pat","WL"
"broadPeak_18557","pat","WL"
"broadPeak_18757","pat","WL"
"broadPeak_18772","pat","WL"
"broadPeak_18871","pat","WL"
"broadPeak_18872","pat","WL"
"broadPeak_18876","pat","WL"
"broadPeak_19106","pat","WL"
"broadPeak_19108","pat","WL"
"broadPeak_19115","pat","WL"
"broadPeak_19284","pat","WL"
"broadPeak_19434","pat","WL"
"broadPeak_19481","pat","WL"
"broadPeak_20030","pat","WL"
"broadPeak_20054","pat","WL"
"broadPeak_20141","pat","WL"
"broadPeak_20149","pat","WL"
"broadPeak_20443","pat","WL"
"broadPeak_20917","pat","WL"
"broadPeak_20940","pat","WL"
"broadPeak_21084","pat","WL"
"broadPeak_21319","pat","WL"
"broadPeak_21359","pat","WL"
"broadPeak_21628","pat","WL"
"broadPeak_21631","pat","WL"
"broadPeak_21683","pat","WL"
"broadPeak_21781","pat","WL"
"broadPeak_21913","pat","WL"
"broadPeak_21962","pat","WL"
"broadPeak_22217","pat","WL"
"broadPeak_22332","pat","WL"
"broadPeak_22369","pat","WL"
"broadPeak_22376","pat","WL"
"broadPeak_22380","pat","WL"
"broadPeak_22858","pat","WL"
"broadPeak_22869","pat","WL"
"broadPeak_23125","pat","WL"
"broadPeak_23173","pat","WL"
"broadPeak_23196","pat","WL"
"broadPeak_23219","pat","WL"
"broadPeak_23298","pat","WL"
"broadPeak_23523","pat","WL"
"broadPeak_23819","pat","WL"
"broadPeak_24030","pat","WL"
"broadPeak_24321","pat","WL"
"broadPeak_24336","pat","WL"
"broadPeak_24345","pat","WL"
"broadPeak_24512","pat","WL"
"broadPeak_24656","pat","WL"
"broadPeak_24776","pat","WL"
"broadPeak_24794","pat","WL"
"broadPeak_25192","pat","WL"
"broadPeak_25198","pat","WL"
"broadPeak_25268","pat","WL"
"broadPeak_25279","pat","WL"
"broadPeak_25283","pat","WL"
"broadPeak_25287","pat","WL"
"broadPeak_25345","pat","WL"
"broadPeak_25669","pat","WL"
"broadPeak_25945","pat","WL"
"broadPeak_26009","pat","WL"
"broadPeak_26034","pat","WL"
"broadPeak_26039","pat","WL"
"broadPeak_26125","pat","WL"
"broadPeak_26233","pat","WL"
"broadPeak_26235","pat","WL"
"broadPeak_26279","pat","WL"
"broadPeak_26299","pat","WL"
"broadPeak_26314","pat","WL"
"broadPeak_26822","pat","WL"
"broadPeak_26860","pat","WL"
"broadPeak_26908","pat","WL"
"broadPeak_27406","pat","WL"
"broadPeak_32","pat","QL"
"broadPeak_33","pat","QL"
"broadPeak_50","pat","QL"
"broadPeak_75","pat","QL"
"broadPeak_108","pat","QL"
"broadPeak_114","pat","QL"
"broadPeak_240","pat","QL"
"broadPeak_246","pat","QL"
"broadPeak_275","pat","QL"
"broadPeak_291","pat","QL"
"broadPeak_388","pat","QL"
"broadPeak_463","pat","QL"
"broadPeak_469","pat","QL"
"broadPeak_532","pat","QL"
"broadPeak_657","pat","QL"
"broadPeak_664","pat","QL"
"broadPeak_665","pat","QL"
"broadPeak_696","pat","QL"
"broadPeak_743","pat","QL"
"broadPeak_771","pat","QL"
"broadPeak_778","pat","QL"
"broadPeak_921","pat","QL"
"broadPeak_930","pat","QL"
"broadPeak_946","pat","QL"
"broadPeak_1086","pat","QL"
"broadPeak_1093","pat","QL"
"broadPeak_1218","pat","QL"
"broadPeak_1260","pat","QL"
"broadPeak_1271","pat","QL"
"broadPeak_1309","pat","QL"
"broadPeak_1324","pat","QL"
"broadPeak_1336","pat","QL"
"broadPeak_1354","pat","QL"
"broadPeak_1442","pat","QL"
"broadPeak_1445","pat","QL"
"broadPeak_1528","pat","QL"
"broadPeak_1529","pat","QL"
"broadPeak_1556","pat","QL"
"broadPeak_1557","pat","QL"
"broadPeak_1560","pat","QL"
"broadPeak_1584","pat","QL"
"broadPeak_1606","pat","QL"
"broadPeak_1652","pat","QL"
"broadPeak_1704","pat","QL"
