Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005730~nucleolus	61	7.210401891252956	5.3492686196503466E-28	411856, 412547, 409857, 725049, 725047, 102653759, 551087, 726212, 551992, 725837, 413686, 413720, 411024, 413727, 102654312, 413649, 413404, 552280, 411192, 552439, 100576457, 410262, 413935, 411995, 412688, 551781, 724610, 409353, 551383, 551531, 552662, 725419, 725618, 102655272, 413588, 724809, 100578005, 411240, 409866, 724161, 411603, 410799, 412931, 411568, 410875, 725976, 725734, 408371, 724129, 726586, 726028, 552214, 413074, 551400, 724119, 551689, 100577923, 413313, 412345, 410200, 414048	661	135	7247	4.953964251694963	1.556637168318251E-25	1.556637168318251E-25	1.513843019361048E-25
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	146	17.257683215130022	2.2986495742383474E-16	411658, 409734, 411415, 411778, 412348, 408527, 102655217, 725049, 100578380, 552010, 412508, 724628, 725719, 411265, 413686, 413720, 411024, 102654083, 100576125, 412593, 412350, 100578399, 410972, 413963, 551270, 724620, 726800, 551820, 413179, 411392, 412481, 100576411, 724770, 411279, 409955, 410863, 550692, 551781, 727127, 409672, 551383, 551531, 100576828, 551896, 102655272, 414039, 100577998, 724809, 410194, 100576300, 411164, 410195, 411603, 726782, 409544, 412931, 412016, 409308, 411568, 410874, 725332, 724129, 725696, 725216, 726028, 412817, 551400, 724119, 100576717, 726816, 408606, 414048, 408728, 100578852, 411735, 410525, 725880, 726332, 727025, 412027, 412547, 408448, 411579, 411612, 409098, 726338, 102653759, 412708, 551087, 551355, 552200, 100578226, 102654312, 408314, 411627, 413404, 102653588, 409483, 409240, 725515, 552280, 725757, 411509, 552434, 551620, 411192, 724819, 550656, 551745, 550895, 413378, 100576216, 408826, 102655244, 552839, 410305, 726110, 411879, 413935, 411510, 412688, 412721, 413018, 411918, 409197, 551462, 409476, 412607, 724610, 551331, 551612, 412452, 408936, 412332, 100578005, 411240, 410799, 409347, 412613, 410676, 409229, 406073, 551689, 551204, 410200, 412464	370	933	4361	1.8444019582283249	6.661338147750939E-15	6.895948722715042E-15	6.666083765291207E-15
GOTERM_MF_DIRECT	GO:0003723~RNA binding	82	9.692671394799055	5.5716421449053664E-14	102655259, 411415, 408524, 102654640, 725880, 726178, 409258, 411612, 725049, 552294, 725201, 726212, 409410, 410968, 409893, 727106, 551992, 725837, 413686, 413087, 413727, 100578399, 102654312, 413805, 408675, 725155, 409408, 409969, 102653588, 411103, 413963, 724542, 409560, 102655407, 726768, 552043, 551421, 552112, 552515, 550656, 551309, 408705, 551824, 410262, 409558, 411833, 413578, 727087, 724532, 552072, 408580, 724331, 552231, 551184, 727127, 408386, 552027, 725618, 100576625, 102655272, 414039, 408936, 412053, 410799, 413108, 409229, 725734, 726428, 408371, 724129, 726586, 551173, 726500, 551686, 726819, 411091, 724119, 551689, 100577923, 413313, 410200, 410040	614	390	6938	2.375828948467385	2.3630875034541532E-11	2.3623762694398752E-11	2.3456613430051593E-11
KEGG_PATHWAY	ame03008:Ribosome biogenesis in eukaryotes	32	3.7825059101654848	2.7714284840738635E-12	411856, 413935, 409857, 413018, 551087, 410968, 552010, 409353, 551992, 413686, 102655272, 551834, 411003, 100578005, 724161, 409305, 100578399, 410799, 413805, 413649, 412931, 409408, 411026, 410676, 724542, 552781, 552112, 551689, 413378, 414048, 552439, 100578852	302	77	2905	3.9975918121613487	2.8545932284629316E-10	2.8545713385960794E-10	2.8545713385960794E-10
GOTERM_CC_DIRECT	GO:0032040~small-subunit processome	19	2.2458628841607564	8.122626372641392E-11	411603, 411856, 102654312, 410879, 413935, 413649, 411026, 409857, 724542, 551087, 551992, 551689, 102655272, 413720, 724809, 411024, 552439, 100578005, 411240	661	34	7247	6.126768710509922	2.363683782036219E-8	1.1818421372193224E-8	1.149351631728757E-8
KEGG_PATHWAY	ame03013:Nucleocytoplasmic transport	32	3.7825059101654848	8.407312793952751E-11	409734, 411735, 411778, 726354, 726272, 413018, 412721, 411918, 726338, 409476, 552010, 412508, 409672, 724628, 100576967, 100576125, 409866, 410972, 725155, 409308, 411865, 409229, 409647, 411909, 725332, 725830, 412817, 552515, 413378, 411474, 412464, 100577501	302	86	2905	3.5792391806560913	8.659527428456215E-9	4.329766088885667E-9	4.329766088885667E-9
GOTERM_BP_DIRECT	GO:0042254~ribosome biogenesis	17	2.0094562647754137	3.4373175278007494E-10	410799, 413935, 409408, 413404, 724129, 726212, 551781, 726028, 551531, 411192, 413686, 102655272, 413720, 414048, 552439, 411293, 100578005	611	28	6458	6.417231704465747	2.0108303000476724E-7	2.0073934362356377E-7	1.9867695310688332E-7
UP_KW_BIOLOGICAL_PROCESS	KW-0690~Ribosome biogenesis	14	1.6548463356973995	5.910800896588605E-8	410799, 413935, 413649, 409857, 552280, 726212, 552781, 551781, 726028, 413720, 410200, 414048, 411293, 100578005	204	23	1930	5.758738277919864	3.664689947058264E-6	3.664696555884935E-6	3.5464805379531626E-6
KEGG_PATHWAY	ame03040:Spliceosome	34	4.0189125295508275	8.43528108572798E-8	411778, 725880, 408527, 413578, 727087, 409476, 726336, 552027, 724628, 551331, 551530, 551756, 726409, 102655272, 414039, 409866, 409347, 413108, 413963, 413523, 409647, 102655407, 726768, 727378, 551620, 552515, 550656, 408705, 408606, 551824, 113218703, 411030, 412064, 410040	302	122	2905	2.6807621322331996	8.688302140180681E-6	2.8961131727666064E-6	2.8961131727666064E-6
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	20	2.3640661938534278	9.903918375828887E-8	411603, 411856, 102654312, 413649, 412931, 411026, 411953, 410875, 412688, 725049, 410968, 726028, 551992, 724669, 724119, 551689, 413686, 413588, 410200, 413245	611	52	6458	4.065214654412691	5.793624698957611E-5	2.891944165742035E-5	2.8622324106145484E-5
